icpc2ChapterId;icpc2Code;descriptionNL
18;*45.08;uitleg en advies lichaamshygi‰ne/verzorging
;;
18;*45.05;uitleg en advies preoperatief
;;
18;*45.06;uitleg en advies postoperatief
;;infectieziekte bewegingsapparaat
;;
;;
;;
18;*45.09;uitleg en advies vermijden allergeencontact
;;maligniteit bewegingsapparaat
;;ziekte tanden/tandvlees
;;ziekte mond/tong/lippen
;;ander letsel spijsverteringsorganen
;;aangeboren afwijking spijsverteringsorganen
18;*45.12;uitleg en advies nazicht huisapotheek
1;A09;zweetprobleem
18;*45.13;uitleg en advies sportbeoefening/lichaamsbeweging
;;
;;zwelling
18;*45.14;uitleg en advies risicohoudend gedrag ivm gezondheid
18;*45.15;uitleg en advies risico factoren in woning
7;L88;reumato…de arthritis
1;A07;coma
;;bursitis/tendinitis/synoviitis nao
;;
;;verworven afwijking wervelkolom
18;*45.10;uitleg en advies dragen autogordel
;;
18;*45.11;uitleg en advies medicatie gebruik
7;L83;neksyndroom
1;A02;koude rillingen
;;aangeboren afwijking bewegingsapparaat
1;A01;gegeneraliseerde pijn/pijn multipele plaatsen
;;corpus alienum spijsverteringsorganen
;;ander letsel bewegingsapparaat
3;D78;benigne/niet gespecificeerd neoplasma spijsverteringsorganen
7;L80;luxatie/subluxatie
;;andere maligniteit spijsverteringsorganen nao
18;*45.16;s
;;flauwvallen/syncope
;;
18;*45.17;uitleg en advies nachtelijk huilen zuigelingen
;;zich ziek voelen
;;
18;*45.18;uitleg en advies leefmilieu
;;algemene moeheid/zwakte
;;
18;*45.19;uitleg en advies toxisch afval
;;koorts
;;verondersteld infectieuze gastro-enteritis
;;gastro-intestinale infectie
;;
;;
1;A20;verzoek om/gesprek over euthanasie
18;*45.25;uitleg en advies enuresis nocturna
18;*45.26;uitleg en advies ontwikkeling jonge kind
;;andere ziekte bewegingsapparaat
;;ontevreden/bezorgd over uiterlijk
18;*45.23;uitleg en advies reisvaccinaties
18;*45.24;uitleg en advies reishygi‰ne en voeding
18;*45.21;uitleg en advies ontwikkeling zuigelingen
;;
18;*45.22;uitleg en advies vaccinaties
7;L95;osteoporose
;;verworven afwijking extremiteiten
18;*45.20;uitleg en advies babyverzorging
7;L97;benigne/niet gespecificeerd neoplasma bewegingsapparaat
;;
;;pijn op de borst nao
;;
1;A10;bloeding nao
7;L94;osteochondrose
;;bezorgd over/angstig voor medische behandeling
7;L93;epicondylitis lateralis
18;*45.29;uitleg en advies evenwichtige voeding ivm fruit groenten vet alcohol
18;*45.27;uitleg en advies overmatige blootstelling aan zon of zonnebank
;;
18;*45.28;uitleg en advies veiligheidsmaatregelen op het werk
;;prikkelbare zuigeling
12;T73;ander/niet gespecificeerd neoplasma endocriene klieren
12;T78;ductus thyreoglossus/thyreoglossuscyste
;;
;;
;;
;;
;;
;;
;;benigne neoplasma schildklier
;;
12;T70;infectie endocriene klier
;;geneesmiddelintoxicatie
;;toxisch effect niet-medicinale stof
;;geneesmiddelbijwerking
;;trauma/letsel nao
;;laat gevolg van trauma
1;A81;multitrauma/multipele letsels
;;andere virusziekte met exantheem
;;andere virusziekte/virusziekte nao
1;A78;andere infectieziekte nao
1;A79;maligniteit nao
;;andere ziekte endocriene klieren/stofwisseling/voeding
12;T93;vetstofwisselingsstoornis
;;jicht
;;vitamine-/voedingsdefici‰ntie
;;
;;
;;
;;
;;
;;struma
;;andere aangeboren afwijking endocriene klier/stofwisseling
12;T83;overgewicht
12;T82;adipositas
18;*54.53;wondhechting aangezicht 3 of meer met resectie/hemostase
18;*45.76;advies preventief blootstelling aan de zon
18;*54.52;wondhechting aangezicht 1 … 2 met resectie/hemostase
18;*45.77;advies voeding volwassene
18;*54.51;wondhechting aangezicht 3 of meer wonden
18;*45.74;advies preventief eczema
18;*54.50;wondhechting aangezicht 1 … 2 wonden
18;*45.75;advies preventief huidontsmetting
18;*54.57;wondhechting 3 of meer wonden met resectie/hemostase
18;*54.56;wondhechting 1 of 2 wonden met resectie/hemostase
18;*54.55;wondhechting 3 of meer (uitgezonderd aangezicht)
18;*45.78;advies suikerarme voeding
18;*54.54;wondhechting 1 of 2 wonden (uitgezonderd aangezicht)
18;*45.79;advies hypocalorisch dieet
18;*54.59;verwijderen IUD
18;*54.58;plaatsen/inbrengen IUD
18;*45.80;advies zoutarm dieet
18;*45.84;advies vitamine/ mineralen supplementen bij zuigeling
18;*54.60;episiotomie hechting
18;*45.83;advies zuigelingenvoeding
18;*45.82;Advies dieet volwassene nao
18;*45.81;advies hydratatie bewaking en vochtinname
18;*54.40;gipstoestel vinger of vingers
18;*45.85;voedingsadvies over verse groenten en fruit
18;*45.86;advies voeding bij diarree
18;*54.42;gipstoestel onderarm
18;*45.87;advies specifiek dieet nao
18;*54.41;gipstoestel pols en/of hand
18;*45.88;advies glucose monitoring thuis
18;*54.44;gipstoestel arm
18;*45.89;aanbeveling mediterraan dieet
18;*54.43;gipstoestel elleboog
18;*54.46;gipslaars of toestel van Delbet
18;*54.45;gipstoestel dij tot voeten/dij tot enkel
18;*54.48;gipstoestel laars van Unna
18;*54.47;gipstoestel wreef en voet
18;*54.49;verwijderen draadjes van hechting
18;*45.91;advies urineincontinentie volwassene
18;*45.90;advies ivm recidiverende cystitis
18;*45.93;Advies zwangerschap nao neg
18;*45.92;preconceptie advies bij kinderwens 
18;*45.95;uitleg en advies foetale ontwikkeling
18;*45.94;advies beginnende zwangerschap
18;*54.35;behandeling pijnlijke pronatie
18;*54.34;behandeling luxatie twee of meer vingers
18;*54.33;behandeling luxatie vinger
18;*54.32;behandeling luxatie schouder
18;*54.31;behandeling fractuur fibulakop of -diafyse
18;*45.98;advies/voorlichting anticonceptie
18;*54.30;behandeling fractuur middelvoet
18;*45.99;advies/voorlichting natuurlijke methoden anticonceptie
18;*45.96;uitleg en advies bevallingswijze
18;*45.97;uitleg en advies bevalling met epidurale
;;schadelijk gevolg fysische factor
;;complicatie medische behandeling
;;gevolg prothese
18;*54.39;behandeling luxatie meerdere tenen
18;*54.38;behandeling luxatie teen
18;*54.37;behandeling luxatie acromio-of sternoclaviculair
18;*54.36;repositie recidiverende luxatie schouder
;;multipele aangeboren afwijkingen/aangeboren afwijking nao
;;abnormale uitslag onderzoek nao
;;allergie/allergische reactie nao
1;A93;premature pasgeborene
;;andere perinatale morbiditeit
1;A95;perinatale mortaliteit
1;A96;dood
;;geen ziekte
18;*54.22;behandeling fractuur tibiaplateau
18;*54.21;behandeling fractuur patella
18;*54.24;behandeling fractuur tibiaschacht
18;*54.23;behandeling fractuur onderbeen diafyse
18;*54.20;behandeling fractuur teen of tenen
18;*54.29;behandeling fractuur voetwortel vooraan
1;A99;ziekte/toestand van niet-gespecificeerde aard/lokalisatie
1;A98;preventie
18;*54.26;behandeling fractuur bi- of trimalleolair
18;*54.25;behandeling fractuur unimalleolaire fractuur
18;*54.28;behandeling fractuur calcaneus
18;*54.27;behandeling fractuur talus
18;*45.39;voorlichting/advies HIV/AIDS test
18;*45.38;voorlichting/advies overdracht AIDS
18;*45.33;uitleg en advies passief roken
18;*45.32;uitleg en advies voldoende vochtinname
18;*45.31;uitleg en advies evenwichtige voeding bij bejaarde thuis
18;*45.30;uitleg en advies regelmatige maaltijden
18;*45.37;uitleg en advies opsporing trisomie 21
18;*45.36;genetisch advies
18;*45.35;uitleg en advies gebruik van prothese
18;*45.34;uitleg en advies onderhoud tandprothese
18;*45.40;voorlichting/advies AIDS ziekte
18;*45.49;advies geen wattestaafjes in oor te gebruiken
18;*45.42;uitleg aanwezigheid van ganglion
18;*45.41;uitleg bij angst ziekte bloed/lymfe
18;*45.44;advies/voorlichting tandhygi‰ne
18;*45.43;uitleg resultaten bloedonderzoek
18;*45.46;aanleren stoma verzorging
18;*45.45;dieet ivm spijsvertering
18;*45.48;advies dragen beschermingsbril
18;*45.47;advies dragen lenzen/bril
18;*45.50;advies/voorlichting dragen gehoor prothese
18;*45.51;advies optreden tegen lawaai
18;*45.59;advies/voorlichting affectief en seksuele leven
18;*45.58;advies aanpassing matras en beddegoed
18;*45.57;advies/voorlichting matras en beddegoed
18;*45.56;voorlichting preventie osteoporotische fracturen
18;*45.55;advies zoutarme voeding
18;*45.54;advies/voorlichting postinfarct training
18;*45.53;advies/voorlichting endocarditis
18;*45.52;advies/voorlichting dragen oorbeschermers
18;*45.61;advies/voorlichting masturbatie
18;*45.62;advies/voorlichting homosexualiteit
18;*45.60;advies/voorlichting normale sexualiteit
18;*54.65;andere hechtingen geslachtsorganen vrouw
18;*45.68;preventieve raadgeving over opiaten
18;*54.66;aanbrengen enkeltaping
18;*45.67;preventieve raadgeving over alcohol
18;*54.67;verwijderen enkeltape
18;*45.69;preventieve raadgeving coca‹ne
18;*54.61;verwijderen hechtingen episiotomie
18;*45.64;advies/voorlichting andere psychosociale aspecten
18;*54.62;hechten perineum na bevalling door vroedvrouw
18;*45.63;advies/voorlichting transsexualiteit
18;*54.63;hechting vagina
18;*45.66;preventieve raadgeving over tabak
18;*54.64;hechting vulva
18;*45.65;preventieve raadgeving over verslaving
18;*45.70;preventieve raadgeving andere drugs
18;*45.71;preventieve raadgeving over medicatiemisbruik
18;*45.72;advies eliminatie respiratoire allergenen
18;*45.73;advies preventief doorligwonde
5;H99;andere ziekte oor/masto‹d
;;doofheid
5;H84;presbyacusis
;;
;;
5;H83;otosclerose
5;H80;aangeboren afwijking oor
5;H81;overmatig cerumen
;;perforatie trommelvlies
5;H78;oppervlakkig letsel oor
5;H79;ander letsel oor
5;H70;otitis externa
;;
;;
5;H73;tubair catarre/tubastenose
5;H74;chronische otitis media
;;neoplasma oor
5;H76;corpus alienum in oor
18;*57.10;a‰rosoltherapie
18;*50.01;Medicatie - recept/verzoek/herhaling/injectie
18;*50.02;voorschrift medicatie op verzoek
18;*57.12;voorbereidingen voor de bevalling
18;*57.11;bekkenbodem revalidatie
18;*50.03;herhalingsvoorschrift medicatie
18;*50.04;inspuiting
18;*54.09;behandeling fractuur handwortel
;;ontsteking kleine bekken/ PID
;;
18;*54.07;behandeling fractuur scapula
;X76;maligniteit borst vrouw
18;*54.08;behandeling fractuur processus corono‹deus
;;maligniteit cervix uteri
18;*54.05;behandeling fractuur sternum
;;
18;*54.06;behandeling fractuur clavicula
18;*54.03;verwijderen gips
;;
18;*54.04;behandeling fractuur ‚‚n of meer ribben
;;
18;*54.01;hechten wonden anus en anusstreek
18;*54.02;wegnemen percutaan synthesemateriaal
15;X78;fibromyoom uterus
;;andere maligniteit geslachtsorganen vrouw
15;X79;benigne neoplasma borst vrouw
18;*54.18;behandeling fractuur vinger
18;*54.19;behandeling fractuur meerdere vingers zelfde hand
18;*54.14;behandeling fractuur radiuskop of-hals
18;*54.15;behandeling fractuur radius diafyse
18;*54.16;behandeling fractuur distaal onderarm
18;*54.17;behandeling fractuur metacarpaal
18;*54.10;behandeling fractuur humeruskop of -hals
18;*54.11;behandeling fractuur humerusdiafyse
18;*54.12;behandeling fractuur humeruspalet
18;*54.13;behandeling fractuur olecranon
15;X90;herpes genitalis vrouw
15;X92;chlamydia-infectie geslachtsorganen vrouw
15;X91;condylomata acuminata vrouw
15;X99;andere ziekte geslachtsorganen vrouw
15;X83;aangeboren afwijking geslachtsorganen vrouw
15;X82;letsel geslachtsorganen vrouw
;;ander/niet gespecificeerd neoplasma geslachtsorganen vrouw
;;benigne neoplasma geslachtsorganen vrouw
15;X87;prolaps vagina/uterus
15;X86;abnormale cervixuitstrijk
;;ziekte cervix uteri nao
;;vaginitis/vulvitis nao
15;X89;premenstrueel spanningssyndroom
15;X88;mastopathie/cyste borst vrouw
;;misselijkheid
;;flatulentie/meteorisme/boeren
;;indigestie/dyspepsie
;;andere gelokaliseerde buikpijn
3;D05;perianale jeuk
3;D04;pijn anus/rectum
;;zuurbranden
;;maagpijn
;;gegeneraliseerde buikpijn/buikkrampen
5;H15;ontevreden/bezorgd over uiterlijk oor
5;H13;verstopt gevoel oor
;;andere symptomen/klachten endocriene klieren/stofwisseling/voeding
12;T28;functiebeperking/handicap (T)
;;angst voor andere ziekte endocriene klieren/stofwisseling
12;T26;angst voor kanker endocriene klieren
15;X26;angst voor borstkanker vrouw
3;D19;symptomen/klachten tanden/tandvlees
;;angst voor andere ziekte geslachtsorganen vrouw
;;functiebeperking/handicap (X)
15;X29;andere symptomen/klachten geslachtsorganen vrouw
3;D16;rectaal bloedverlies
15;X22;ontevreden/bezorgd over uiterlijk borsten vrouw
3;D15;melaena
;;angst voor seksueel overdraagbare aandoening (SOA) vrouw
;;verandering faeces/defecatiepatroon
15;X24;angst voor seksueel disfunctioneren vrouw
3;D17;incontinentie voor ontlasting
15;X25;angst voor kanker geslachtsorganen vrouw
3;D12;obstipatie
;;diarree
3;D14;haematemesis
15;X20;symptomen/klachten tepel vrouw
3;D13;geelzucht
15;X21;andere symptomen/klachten borst(en) vrouw
;;braken
5;H04;afscheiding in/uit oor
5;H05;bloed in/uit oor
5;H01;oorpijn
;;symptomen/klachten gehoor
5;H03;oorsuizen
15;X19;knobbel/zwelling borst vrouw
18;*57.02;hartmassage door uitwendige handelingen
18;*57.03;kinesitherapie
18;*57.04;fysiotherapie
18;*57.05;elektrotherapie
18;*57.01;lymfedrainage
18;*57.06;osteopathie
18;*57.07;manipulatie
18;*57.08;chiropractie
18;*57.09;Globale psychische revalidatie ivm psych.probl
;;symptomen/klachten mond/tong/lippen
3;D21;slikprobleem
;;zwelling in buik nao
15;X10;uitstel van de menstruatie
;;opgezette buik
3;D23;hepatomegalie
;;functiebeperking/handicap (D)
;;vaginale afscheiding
3;D29;andere symptomen/klachten spijsverteringsorganen
15;X13;bloedverlies na co…tus
3;D26;angst voor kanker spijsverteringsorganen
15;X12;postmenopauzaal bloedverlies
;;angst voor andere ziekte spijsverteringsorganen
15;X11;menopauzale symptomen/klachten
15;X18;pijn in de borst(en) vrouw
15;X17;symptomen/klachten kleine bekken vrouw
;;symptomen/klachten vulva
;;andere vaginale symptomen/klachten
;;intermenstrueel bloedverlies
15;X09;premenstruele symptomen/klachten
12;T02;overmatige eetlust
12;T03;verminderde eetlust
12;T01;overmatige dorst
;;gewichtstoename
;;voedingsprobleem zuigeling/kind
;;voedingsprobleem volwassene
12;T08;gewichtsverlies
;;pijn geslachtsorganen vrouw
15;X03;intermenstruele pijn
15;X02;menstruatiepijn
;;amenorroe/oligomenorroe
15;X04;pijnlijke co…tus vrouw
;;onregelmatige/frequente menstruatie
15;X06;menorragie
18;*42.06;vectocardiogram
;;vertraagde groei
18;*42.07;foetale monitoring
;;dehydratie
18;*42.04;ge‰voceerde potentialen
18;*42.05;elektrocardiografie 24u Holter
18;*42.02;elektroencefalografie EEG
18;*42.03;elektromyografie EMG Geleidingssnelheid
18;*42.01;elektrocardiogram ECG
5;H27;angst voor oorziekte
5;H29;andere symptomen/klachten oor
;;functiebeperking/handicap (H)
18;*36.09;microscopisch onderzoek faeces zonder kleuring
18;*36.08;faecaal trypsine dosering
18;*36.07;faecaal lactaat dosering
18;*36.02;faecaal occult bloed opsporen
18;*36.01;faecale parasieten opsporen
18;*36.06;faecale totale vetten opsporen
18;*36.05;faecaal spierweefsel opsporen
18;*36.04;faecale vetten opsporen
18;*36.03;faecaal zetmeel opsporen
10;R06;epistaxis/neusbloeding
10;R07;niezen/neusverstopping
;;andere symptomen/klachten neus
;;symptomen/klachten neusbijholten nao
;;kortademigheid
;;piepende ademhaling
;;ander probleem ademhaling
10;R05;hoesten
;;pijn toegeschreven aan luchtwegen
18;*69.03;ingeschakeld in multicentrische klinische studie
18;*69.02;ingeschakeld in een klinische studie
18;*69.01;patient niet verschenen op afspraak
18;*34.159;fibronectine dosering
18;*34.158;kwik dosering
18;*34.157;HPL dosering
18;*34.155;hemoglobine elektroforese
18;*34.156;TSI dosering
18;*34.153;metanefrine dosering
18;*34.154;carboxyhemoglobine dosering
18;*34.151;glucose dosering
18;*34.152;cyclosporine (Axsym) dosering
18;*34.150;eiwit in gewrichtsvocht dosering
18;*34.147;lood dosering
18;*34.146;bloedparasieten opsporen
18;*34.149;digitoxine dosering
18;*34.148;APC-resistentie bepaling
18;*34.142;17-Hydroxyprogesteron dosering
18;*34.143;calcitonine dosering
18;*34.144;CA 125 dosering
18;*34.145;CA 19.9 dosering
18;*34.140;irregulaire antistoffen dosering
18;*34.141;oestriol dosering
18;*34.160;cadmium dosering
18;*34.161;bloedingstijd bepaling
18;*34.162;stollingstijd bepaling
18;*34.163;vereenvoudigde leucocytenformule bepaling
18;*34.164;geactiveerde coagulatietijd meting
18;*34.165;dosering 5 nucleotidase
18;*34.166;glycemie dagcurve
18;*34.167;glucose tolerantietest GTT
18;*62.12;attest gezondheidstoestand
18;*62.11;attest verkiezingen
18;*62.14;attest invaliditeit/handicap
18;*62.13;attest van goede gezondheid
18;*62.16;attest overlijden natuurlijke dood
18;*62.15;attest overlijden door geweld/verdacht
18;*62.18;rapport vaststelling letsels
18;*62.17;rapport gezondheidstoestand/zorgen
18;*62.10;attest ivm verplaatsingsmogelijkheid
18;*62.19;administratie medisch dossier GMD
18;*62.03;attest werkonbekwaamheid voor verzekering of ziekenkas
18;*62.02;attest werkonbekwaamheid
18;*62.01;rapport voor justitie bij voorwaardelijke invrijheidsstelling
18;*62.07;attest school: zwemmen
18;*62.06;attest school: turnen
18;*62.05;attest school: lessen
18;*62.04;attest school
18;*62.08;attest geschiktheid sport
18;*62.09;attest aanwezigheid raadpleging
18;*60.03;uitleg resultaten bloed /beelvorming/ onderzoek RX
18;*62.34;attest/rapport RVA ivm sociaal probleem
18;*62.33;attest/rapport OCMW ivm sociaal probleem
18;*62.35;attest/rapport voor syndicaat ivm sociaal probleem
18;*62.30;attest vaststelling geweld/mishandeling (man)
18;*62.32;attest/rapport ziekenfonds ivm sociaal probleem
18;*62.31;administratieve beslommering nao
18;*62.29;attest vaststelling mishandeling/geweld (vrouw)
18;*62.28;attest van maagdelijkheid
18;*62.27;geboorteattest
18;*62.26; 1j ernstige pathologie
18;*62.25; 60 zittingen
18;*62.24;attest vernieuwing prothese
18;*62.23;andere administratieve verrichting
18;*62.22;afsluiten medisch dossier
18;*62.21;herziening medisch dossier
18;*62.20;aanmaak medisch dossier
18;*45.139;verwijzing zelfhulpgroep
18;*45.135;advies/voorlichting administratief probleem
18;*45.136;advies/voorlichting relationeel probleem
18;*45.137;advies/voorlichting opvoeding/opleiding
18;*45.138;adviseren peuter- of kleutertuin
18;*45.132;advies/voorlichting mannelijke masturbatie
18;*45.131;advies/voorlichting mannelijke sexualiteit
18;*45.134;advies/voorlichting juridisch probleem
18;*45.133;advies/voorlichting sociaal probleem
18;*45.130;advies/voorlichting bij verstoring of onrust bij seksualiteit
18;*46.24;overleg met maatschappelijk werkster
18;*45.148;overleg over vasectomie
18;*46.22;overleg met di‰tiste
18;*45.149;overleg over gezinsplanning bij de maan
18;*46.23;overleg met vroedvrouw
18;*45.146;overleg over spiraaltje
18;*46.20;overleg met psychosociale begeleider
18;*45.147;overleg over tubaligatuur
18;*46.21;overleg met guidance center
18;*45.145;overleg over orale anticonceptie
18;*45.144;overleg over postco‹tale anticonceptie
18;*45.143;verwijzing genezer
18;*45.142;verwijzing fiscalist
18;*45.141;verwijzing geestelijk raadgever
18;*45.140;verwijzing advocaat/jurist
18;*46.17;overleg met systeemtherapeut
18;*30.06;pre-operatief onderzoek
18;*46.18;overleg met gedragstherapeut
18;*30.05;levensverzekeringsonderzoek
18;*46.19;overleg met relaxatietherapie
18;*30.08;volledig klinisch onderzoek gezonde zuigeling
18;*30.07;evaluatie klinische toestand bij ramp
18;*30.02;gezondheidsonderzoek aanwerving
18;*30.01;gezondheids onderzoek preventief
18;*30.04;gezondheidsonderzoek bij immigratie
18;*30.03;gezondheidsonderzoek bij invaliditeit
18;*46.10;overleg met optometrist
18;*46.11;overleg met logopedie
18;*46.12;overleg met kinesitherapie
18;*46.13;overleg met osteopaat
18;*46.14;overleg met podoloog
18;*46.15;overleg met psycholoog
18;*46.16;overleg met psychanalitisch therapeut
18;*45.150;overleg over uitblijven van menses
18;*45.152;bevraging over AIDS
18;*45.151;overleg over bevestigde zwangerschap
18;*30.09;bepalen ontwikkelingsstadium zuigeling
18;*46.08;extern overleg algemeen gezondheidsprobleem patient
18;*46.09;overleg met tandarts
18;*46.06; zorgproject
18;*46.07;intern overleg globaal gezondheidsprobleem patient
18;*30.11;bilan bewegingsapparaat zuigeling
18;*46.01;multidisciplinair oncologisch overleg
18;*30.10;bilan bewegingsapparaat volwassene
18;*46.04;overleg met huisarts
18;*46.05;multidisciplinair overleg palliatieve patient
18;*46.02;multidisciplinair intern overleg
18;*46.03;multidisciplinair extern overleg
18;*45.100;advies/voorlichting orale anticonceptie
18;*45.101;advies/voorlichting pessarium
18;*45.103;advies/voorlichting post-co‹tale anticonceptie
18;*45.102;advies/voorlichting IUD
18;*45.105;advies/voorlichting anticonceptiering
18;*45.104;advies/voorlichting anticonceptief implantaat
18;*45.107;advies/voorlichting sterilisatie
18;*45.106;advies/voorlichting anticonceptie pleister
18;*45.109;advies/voorlichting vergissing of alternatief anticonceptie
18;*45.108;advies/voorlichting compliance anticonceptie
8;N16;stoornis reuk/smaak
8;N18;verlamming/krachtsverlies
;;vertigo/duizeligheid
;;spraakstoornis
;;hoofdpijn
;;tintelen vingers/voeten/tenen
;;restless legs
;;aangezichtspijn
;;abnormale onwillekeurige bewegingen
;;convulsie/stuip
;;andere sensibiliteitsstoornis
18;*45.120;uitleg en advies pre- en postnatale kine
18;*45.121;advies/voorlichting zwangerschap of postpartum
18;*45.122;advies/voorlichting sexueel gedrag en SOA (vrouw)
18;*45.123;voorlichting hormonale cyclus vrouw
18;*45.129;advies/voorlichting ejaculatio praecox
18;*45.128;advies/voorlichting sterilisatie man
18;*45.125;advies/voorlichting vrouwelijke seksuele problemen
18;*45.124;advies en uitleg hymen verlies en reconstructie
18;*45.127;advies/voorlichting vrouwelijke masturbatie
18;*45.126;advies/voorlichting vrouwelijke sexualiteit
18;*47.09;overleg met geneticus
18;*47.08;overleg met plastisch chirurg
18;*47.07;overleg met algemeen chirurg
18;*47.06;overleg met anesthesist
18;*45.111;genetisch advies nao bij zwangere
18;*47.05;overleg met pijnspecialist
18;*45.112;overleg over zwangerschap
18;*47.04;overleg met oncoloog
18;*47.03;overleg met algemeen internist
18;*45.110;advies/voorlichting IVF
18;*47.02;overleg met pediater
18;*47.01;overleg met geriater
18;*45.119;uitleg en advies bij ongewenste zwangerschap
18;*45.118;uitleg en advies vitaminesuplementen bij borstvoeding
18;*45.117;uitleg en advies vitaminesuplementen bij zwangerschap
18;*45.116;uitleg en advies voedingshygi‰ne bij zwangerschap
18;*45.115;advies en voorlichting flesvoeding
18;*45.114;advies en voorlichting borstvoeding
18;*45.113;advies rubella vaccinatie postpartum
18;*47.10;overleg met anatomopatholoog
18;*47.11;overleg met radioloog
18;*47.12;overleg met specialist in nucleaire geneeskunde
18;*47.13;overleg met radiotherapeut
18;*47.14;overleg met verstrekker alternatieve geneeswijzen
18;*47.15;overleg met geneesheer acupuncturist
18;*58.18;therapeutisch begeleiding relationeel probleem
18;*47.16;overleg met geneesheer sofroloog
18;*58.19;therapeutisch begeleiding opvoedkundig probleem
18;*47.17;overleg met geneesheer homeopaat
18;*58.16;counseling tijdens zwangerschap
18;*47.18;overleg met adviserend geneesheer mutualiteit
18;*58.17;counseling ivm vrijwillige zwangerschapsonderbreking
18;*47.19;overleg met arbeidsgeneesheer
18;*58.14;counseling voor sterilisatie
18;*58.15;preconceptuele counseling
18;*58.12;cognitieve gedragstherapie CGT
18;*58.13;counseling voor abortus
18;*58.10;psychosciale begeleiding
18;*58.11;gedragstherapie
18;*58.20;globale psychische revalidatie ivm psychisch probleem
14;W21;ontevreden/bezorgd over uiterlijk tijdens zwangerschap
14;W28;functiebeperking/handicap (W)
14;W27;angst voor complicatie zwangerschap
18;*47.20;overleg met geneesheer inspecteur hygi‰nist
14;W29;andere symptomen/klachten zwangerschap
18;*47.23;overleg met administratief geneesheer
18;*47.24;overleg met hematoloog
18;*47.21;overleg met geneesheer RVA
18;*47.22;overleg met geneesheer OCMW
18;*58.07;psychotherapeutisch ondersteunend gesprek CGGZ
18;*47.27;overleg met stomatoloog
18;*58.08;psychanylitisch gesprek
18;*47.28;overleg met gastroenteroloog
18;*58.09;psychotherapeutisch gesprek systemisch
18;*47.25;overleg met HIV/AIDS specialist
18;*47.26;overleg met klinisch bioloog
18;*58.03;gesprek over euthanasie
18;*58.04;gesprek over ouderdom
18;*58.05;crisisinterventie
18;*47.29;overleg met hepatoloog
18;*58.06;psychotherapeutisch ondersteunend gesprek huisarts
18;*58.01;gesprek over eenzaamheid
18;*58.02;gesprek over de dood
18;*47.31;overleg met gastointestinaal chirurg
18;*47.30;overleg met proctoloog
18;*47.36;overleg met ORL chirurg
18;*47.37;overleg met cardioloog
18;*40.15;laparoscopie
18;*47.38;overleg met cardiovasculair chirurg
18;*47.39;overleg met vasculair chirurg
18;*47.32;overleg met oftalmoloog
18;*40.12;rhinoscopia posterior
18;*47.33;overleg met oogchirurg
18;*40.11;pleuroscopie
18;*47.34;overleg met ORL neus-keel en oor
18;*40.14;hysteroscopie
18;*47.35;overleg met audiophonologist
18;*40.13;cystoscopie
18;*40.10;bronchoscopie
18;*47.40;overleg met reumatoloog
14;W05;braken/misselijkheid tijdens zwangerschap
18;*47.42;overleg met orthopedist
18;*47.41;overleg met fysiotherapeut
14;W02;angst zwanger te zijn
;;vraag bestaan zwangerschap
14;W03;bloedverlies tijdens zwangerschap
18;*47.49;overleg met pneumoloog
18;*40.07;mediastinoscopie
18;*40.06;oogfundusonderzoek
18;*47.47;overleg met psychiater
18;*40.05;oftalmoscopie
18;*47.48;overleg met neuropsychiater
18;*40.04;coloscopie
18;*47.45;overleg met neurochirurg
18;*40.03;rectoscopie
18;*47.46;overleg met neurofysioloog
18;*40.02;anusscopie
18;*47.43;overleg met traumatoloog
18;*40.01;gastroscopie oesofagoscopie duodenoscopie
18;*47.44;overleg met neuroloog
14;W11;orale anticonceptie
14;W10;postco…tum anticonceptie
18;*47.53;overleg met endocrinoloog
;;symptomen/klachten borstvoeding
18;*47.52;overleg met voedingsspecialist
;;andere symptomen/klachten post-partum
18;*47.51;overleg met dermatoloog
14;W17;post-partum bloedverlies
18;*47.50;overleg met thoracaal chirurg
14;W15;infertiliteit/subfertiliteit vrouw
;;andere vorm van anticonceptie vrouw
14;W13;sterilisatie vrouw
18;*40.08;arthroscopie
14;W12;intra-uteriene anticonceptie
18;*40.09;laryngoscopie
;;
;;
18;*35.09;urinaire osmolaliteit bepaling
;;andere maligniteit luchtwegen
18;*35.08;urinair eiwit 24 h dosering
18;*37.19;telling sperma
;;maligniteit bronchus/long
18;*35.07;urinair ketolichamen dosering
10;R83;andere infectie luchtwegen
18;*35.06;urinair micro-albumine dosering
;;
18;*35.05;urinair pH bepaling
18;*37.16;rechtstreeks onderzoek punctievocht
18;*33.112;IgE bijegif dosering
18;*35.04;urinaire nitrieten opsporing
18;*37.15;rechtstreeks onderzoek op Trichomonas
18;*33.113;IgE kreeft dosering
18;*35.03;urinair bloed opsporing
18;*37.18;rechtstreeks onderzoek exsudaten
18;*33.110;IgE bijvoet dosering
18;*35.02;urinair glucose opsporing
18;*37.17;rechtstreeks onderzoek etter
18;*33.111;IgE krab dosering
18;*34.101;osmolaliteit meting
18;*35.01;urinair eiwit dosering
18;*37.12;rechtstreeks onderzoek faeces
18;*34.100;DHEA-Sulfaat dosering
18;*37.11;cytologie cervicovaginaal
18;*37.14;rechtstreeks onderzoek sputum
18;*37.13;microscopie biopsie
;;spanningshoofdpijn
18;*34.104;immunofixatie dosering
18;*34.105;lambda ketens dosering
8;N93;carpale tunnelsyndroom
